,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id
191,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4,2b8fOow8UzyDFAE27YhOZM
192,0.509,0.814,9,-3.576,1,0.0532,0.0484,0.0,0.12,0.712,148.034,171493,4,7qRVyZDt1Caftkk8CQlKtk
193,0.831,0.499,11,-8.442,0,0.114,0.269,0.0,0.3,0.511,97.956,220487,4,07KXEDMj78x68D884wgVEm
194,0.793,0.536,5,-7.624,0,0.103,0.0704,3.86e-06,0.171,0.382,78.006,165680,4,7qaoXmlsSrndaQeDRPpOeW
195,0.829,0.52,8,-10.34,1,0.294,0.0232,0.0,0.134,0.248,136.103,194118,4,65jw6GhwQW3Db55PxlPEpS
196,0.92,0.833,1,-3.18,1,0.253,0.0277,0.0,0.0596,0.645,141.034,165726,4,4PklAHGXT5ityno3IA8SKd
197,0.808,0.745,10,-5.26,0,0.342,0.145,0.0,0.292,0.829,165.995,210800,4,7FIWs0pqAYbP91WWM0vlTQ
198,0.691,0.732,5,-3.715,0,0.0294,0.0326,0.0,0.0608,0.477,97.949,258293,3,4objxuNfJlJHomkRIPa2Y2
199,0.938,0.546,2,-7.037,1,0.138,0.00353,0.0,0.102,0.58,111.971,128640,4,3IaxObCWKEaGtIT78GsEpP
200,0.768,0.526,0,-7.182,1,0.209,0.237,0.0,0.139,0.473,139.999,167552,4,740kQ8xwSGloumdiKR5Cwz
201,0.869,0.568,11,-7.631,0,0.104,0.0759,0.00344,0.101,0.394,111.994,152680,4,0JZUiKHoEDpsLvXfeqbZxV
202,0.691,0.632,1,-7.598,1,0.0513,0.122,0.0,0.0646,0.488,169.982,205666,4,4kfeRwpq5KUaqTkgi4TbDF
203,0.598,0.472,0,-10.991,1,0.258,0.204,1.54e-05,0.108,0.522,120.08,230600,4,2f8y4CuG57UJEmkG3ujd0D
204,0.65,0.827,8,-4.014,1,0.0599,0.0229,0.0,0.121,0.223,144.995,225668,4,0H4ugk6rhnXmTl47ayy9O5
205,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4,2tnVG71enUj33Ic2nFN6kZ
206,0.802,0.591,8,-4.895,1,0.225,0.0104,0.0,0.196,0.309,139.864,157712,4,6gi6y1xwmVszDWkUqab1qw
207,0.873,0.577,1,-9.151,1,0.271,0.353,0.0,0.111,0.956,117.089,149133,4,4loM16743hROPC6uIJG6wM
208,0.804,0.725,1,-9.463,1,0.0838,0.0912,0.0,0.0708,0.356,139.967,149133,4,4LkEHc33eXcXFQNwxruw7W
209,0.779,0.707,1,-6.527,1,0.16,0.0991,0.0,0.0934,0.343,140.894,178097,4,7GwYENSg87oERcW0Wacd6m
210,0.889,0.507,2,-8.74,1,0.162,0.0562,0.0,0.116,0.219,111.994,154667,4,02mYw61RoS1vXvkD9Q5dpN
211,0.89,0.455,0,-9.0,1,0.255,0.0217,0.0058,0.11,0.313,148.009,158240,4,0y7Ao3CVJsyKFmqdjutiIF
212,0.823,0.504,8,-8.65,0,0.16,0.206,0.0,0.417,0.481,112.985,169907,4,4YhJ3a6kBPGJWX4Ek77sDd
213,0.823,0.552,4,-7.57,0,0.324,0.0174,0.0,0.122,0.418,124.038,205760,4,2u3EyuCqqV31woqGvO9LBz
214,0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,2XU0oxnq2qxCpomAAuJY8K
215,0.837,0.586,11,-8.521,0,0.0807,0.281,0.0,0.134,0.618,117.066,197000,4,5LHHKZOwV8XW4LJP2C64mw
216,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4,3yOlyBJuViE2YSGn3nVE1K
217,0.883,0.808,1,-3.158,0,0.183,0.0317,0.0,0.207,0.805,119.012,232065,4,3jT2LKH0RSbQ8jIUNFzXm5
218,0.863,0.633,10,-5.002,0,0.287,0.0118,0.0,0.285,0.545,163.991,176750,4,1E3VQQWFQAPJkXfYHjqWoI
219,0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962,212354,4,5raTDhlbxFDnpn89bxArdH
220,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,132024,4,4xqIYGwwZTEem9U8A42SPF
221,0.771,0.654,8,-6.976,0,0.298,0.055,0.0,0.214,0.573,155.047,224955,4,56uXDJRCuoS7abX3SkzHKQ
222,0.655,0.719,2,-7.4,1,0.0368,0.0452,1.77e-05,0.109,0.435,124.034,216107,4,0o58NWBiVXewJNfNDKQyjw
223,0.828,0.538,0,-6.067,0,0.341,0.071,0.0,0.116,0.56,145.071,132813,4,19eeh4pgEGHdSTc26U1y89
224,0.51,0.838,6,-2.702,1,0.0469,0.396,0.0,0.195,0.574,145.922,192653,4,31JID2STTlLuFqXFWHyM8e
225,0.591,0.585,2,-6.35,1,0.0277,0.143,0.0,0.109,0.324,110.94,205473,4,7lidXGPXPYLNThITAOTlkK
226,0.951,0.638,1,-5.614,1,0.308,0.00206,0.0,0.113,0.439,123.948,159093,4,3QSLoxRguKgK0knOG7EGyn
227,0.523,0.837,7,-4.494,1,0.0335,0.301,0.0,0.172,0.523,82.006,193929,4,6MBUUSIWCzaXW4q58Ktrv9
228,0.833,0.589,9,-6.384,0,0.231,0.121,0.0,0.299,0.536,96.455,149613,4,5rFGVn8fCFjnRwCebW0XbS
229,0.875,0.687,9,-5.734,1,0.387,0.236,0.0,0.141,0.864,109.791,125907,4,0jWm0VyD8p3MrSInczpows
230,0.827,0.469,10,-9.141,0,0.341,0.0807,8.12e-06,0.207,0.196,97.028,238321,4,2rTnVB1bvwxHtaIl4uVu7f
231,0.932,0.578,9,-4.478,1,0.366,0.115,0.0,0.115,0.623,129.991,111173,4,16oi4OiKmkO51l60F5R9kR
232,0.566,0.765,2,-6.337,1,0.0439,0.0248,0.0,0.0783,0.604,156.036,196440,4,53cGGBxGPaRjP0HVUESyW5
233,0.768,0.635,10,-4.925,1,0.15,0.0289,0.0,0.312,0.64,160.992,215053,4,3oHiR89Y8gn6xt3YGAAzFj
234,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4,6XHVuErjQ4XNm6nDPVCxVX
235,0.68,0.825,8,-4.296,1,0.0702,0.00173,0.000122,0.27,0.784,117.987,193533,4,7yBbV2k2S2uhaQc24NF2xt
236,0.915,0.612,1,-4.535,1,0.407,0.0944,0.0,0.115,0.758,129.93,118547,4,5gNOINI5dXZVom2b36LMOd
237,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77,159715,4,6Ozh9Ok6h4Oi1wUSLtBseN
238,0.664,0.561,6,-7.031,1,0.0495,0.00261,0.0,0.0764,0.713,150.093,203672,4,2IHLaN6wwYKQ3S24NsQqpA
239,0.876,0.492,11,-8.11,0,0.153,0.0136,0.000283,0.0678,0.4,151.044,166799,4,5UusfWUMMLEXLMc1ViNZoe
240,0.836,0.624,4,-6.75,0,0.184,0.187,0.0,0.138,0.7,103.0,139890,4,1gVCEnryJhkdQcuC0Kbvor
241,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,214787,4,60RFlt48hm0l4Fu0JoccOl
242,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,159670,3,6fWa5CRgy0z30OeGZyMBvD
243,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,163636,5,696DnlkuDOXcMAnKlTgXXK
244,0.896,0.72,0,-6.262,0,0.355,0.169,0.0,0.252,0.966,140.1,212093,4,0oT9ElXYSxvnOOagP9efDq
245,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161,4,7qEHsqek33rTcFNT9PFqLf
246,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4,5DxXgozhkPLgrbKFY91w0c
247,0.876,0.733,10,-4.478,0,0.333,0.0208,0.0,0.0999,0.962,154.904,148630,4,6klLvorLoo1sxvZcjJIY8I
248,0.855,0.676,1,-5.736,1,0.325,0.0888,0.0,0.144,0.509,133.082,195299,4,6CUP2khYzdphXebxVTfPE3
249,0.733,0.567,0,-6.718,1,0.319,0.0129,0.0,0.382,0.319,75.491,238816,4,0IpnZchq8ek2A6pGEP2Qb1
250,0.483,0.361,0,-7.889,1,0.0738,0.832,4.66e-06,0.098,0.307,171.649,193795,4,2ZTYlnhhV1UAReg7wIGolx
251,0.677,0.506,9,-6.652,0,0.0964,0.345,0.0,0.118,0.497,145.843,208520,4,4rKQ75EYDfNcCS8amF5tph
252,0.742,0.731,11,-4.362,0,0.306,0.0851,0.0,0.131,0.547,174.019,183143,4,06scTb0zbkxYNgpAB3J9fN
253,0.245,0.394,0,-9.887,0,0.0374,0.423,2.9e-05,0.093,0.148,115.233,190173,3,2BcnxwxBuar5wjCaLqm5N3
254,0.772,0.634,10,-6.101,0,0.212,0.135,0.0,0.432,0.671,160.052,210261,4,7hav1MHURQf5SAoPk0egqh
255,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,180645,4,4wNIkl5XGiAACjFBlDWuSd
256,0.775,0.72,11,-5.353,0,0.193,0.0236,0.0,0.114,0.49,155.086,234627,4,3kW4z2pIj5VY5fLjBrMRL5
257,0.555,0.619,0,-7.918,1,0.0314,0.0323,0.000224,0.0917,0.141,95.032,195813,4,40U8d12pC5UHqmHwXjHjjl
258,0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,167796,4,1ytCra0qH6gcHnCVQwREvu
259,0.488,0.343,4,-8.985,1,0.0436,0.556,0.0,0.21,0.0978,102.819,206459,4,4l0Mvzj72xxOpRrp6h8nHi
260,0.484,0.903,8,-3.9,0,0.0882,0.0649,0.0,0.151,0.716,169.948,186988,4,5M3v6frAiTyqenNAeQVcxC
261,0.375,0.605,0,-7.268,0,0.0729,0.612,0.0448,0.147,0.128,175.946,283227,4,3orEOtd8CPL8GFlpRpKuoE
262,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959,183011,4,598yNsG1JFrGd4n2kMoz7F
263,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24e-05,0.543,0.644,118.051,215627,4,5QO79kh1waicV47BqGRL3g
264,0.701,0.5,8,-8.82,1,0.0303,0.46,0.0,0.234,0.409,97.028,205400,4,30RZAuEkYeDXvy46Iv6l7E
265,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74,355960,4,1sOW4PuG5X3Ie3EXUhAopJ
266,0.55,0.611,0,-7.475,1,0.137,0.162,6.88e-05,0.121,0.243,148.062,247187,4,3WlbeuhfRSqU7ylK2Ui5U7
267,0.638,0.863,4,-5.221,0,0.132,0.052,5.46e-05,0.685,0.226,120.077,239973,4,2K9Ovn1o2bTGqbsABGC6m3
268,0.467,0.608,10,-7.847,1,0.0707,0.0909,8.83e-05,0.125,0.108,80.957,211400,4,6kWxIqQDsKFYCJGbU4AjCX
269,0.504,0.498,0,-8.24,1,0.0499,0.131,0.0,0.0929,0.196,87.221,191307,4,4BGZF4oLbTL0pWm7C18pbv
270,0.664,0.572,5,-6.099,0,0.0305,0.0811,0.00604,0.121,0.143,108.959,361027,4,2p8IUWQDrpjuFltbdgLOag
271,0.218,0.652,4,-7.953,0,0.0641,0.033,0.111,0.172,0.0599,65.375,250053,4,6b5P51m8xx2XA6U7sdNZ5E
272,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4,6U0FIYXCQ3TGrk4tFpLrEA
273,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989,226003,4,6XXYdF6pJR1K3wKvuxmu7n
274,0.644,0.587,7,-6.736,0,0.353,0.473,0.0,0.0759,0.68,173.972,161765,4,6cZH4rX1KTt1aJ3Ql6Ynja
275,0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-05,0.103,0.631,114.998,220590,4,7HMmFQsKsljwTw8bS7lu19
276,0.733,0.684,2,-4.748,1,0.177,0.142,0.0,0.179,0.437,142.04,165640,4,7rSnKi58HPIVC0FVyh04Q1
277,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,190360,4,3RauEVgRgj1IuWdJ9fDs70
278,0.782,0.67,1,-4.332,0,0.358,0.118,0.0,0.0956,0.745,172.006,178655,4,6fEdWrEYspdneQMNIT33I4
279,0.781,0.762,10,-5.188,0,0.0626,0.0222,0.0,0.121,0.86,110.042,180221,4,0ono6UCNVZ1XqOm6j78Blu
280,0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467,4,4vUmTMuQqjdnvlZmAH61Qk
281,0.768,0.565,4,-7.203,0,0.0525,0.143,0.0,0.277,0.307,129.866,175527,4,4RhRDVXc3xFojyyjyh1jmN
282,0.674,0.64,0,-5.139,0,0.0339,0.151,0.0,0.0925,0.664,99.908,234458,4,4vTgx6h4seHvkuFh84JXYP
283,0.816,0.582,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366,4,2FvD20Z8aoWIePi7PoN8sG
284,0.652,0.798,6,-5.347,0,0.333,0.157,0.0,0.118,0.608,169.857,146802,4,5YEAvnL3klXUE7etBXvMlp
285,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98,219933,4,2ZlCGeK30BLRNSPC832pNZ
286,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,201084,4,2nC3QhMI9reBIOWutbU3Tj
287,0.445,0.492,6,-5.717,1,0.0294,0.036,0.0,0.122,0.24,148.013,250413,4,7Dxes6VnfbZYV0S2QTnVuT
288,0.433,0.928,4,-5.117,0,0.0512,0.0135,2.01e-06,0.32,0.552,155.938,197160,4,6UL2RC5J2vMau9KOMKQfJg
289,0.752,0.653,6,-4.607,0,0.293,0.0647,0.0,0.125,0.569,165.046,127983,4,7MYFKS7XpVz1JQDK38pr8N
290,0.682,0.809,3,-4.331,0,0.378,0.491,0.0,0.217,0.812,180.088,138683,4,2OUY5NdALupSoIQN9ZBH1a
291,0.506,0.787,8,-6.634,1,0.161,0.254,0.0,0.112,0.333,99.956,175339,4,0KVEBQA98JvkmB5ZydQ13k
292,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,4,73SpzrcaHk0RQPFP73vqVR
293,0.819,0.654,11,-6.665,0,0.136,0.517,0.0,0.0996,0.455,133.503,188563,4,733c1CWmIGymoQXdp7Us88
294,0.519,0.872,2,-3.212,1,0.0616,0.0793,0.0,0.111,0.74,179.965,172280,4,0AYbVoeF03NYhM0fvKjAuU
295,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4,0DiDStADDVh3SvAsoJAFMk
296,0.485,0.814,9,-3.907,1,0.138,0.217,0.0,0.112,0.327,159.894,156077,4,3qHgGyJY4GpXNOK4WL4NSo
297,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,4,22vgEDb5hykfaTwLuskFGD
298,0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,4,7cA3PnUQDlUyBBwpRozQeo
299,0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4,0lsRatBUs9HNIZAmoGABzk
300,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,4,3eekarcy7kvN4yt5ZFzltW
301,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,2Fxmhks0bxGSBdJ92vM42m
302,0.569,0.807,0,-4.584,1,0.0464,0.0876,0.0,0.164,0.883,76.011,181933,4,52lGuLAkIVbm4LZkSf9nj0
303,0.708,0.654,5,-6.76,0,0.369,0.0556,0.0,0.208,0.697,168.032,185746,4,1aMokXl3uKDvCh4BBcjFOA
304,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4,6KgBpzTuTRPebChN0VTyzV
305,0.566,0.716,1,-5.733,1,0.0424,0.00691,0.0,0.37,0.45,81.068,207481,4,249gnXrbfmV8NG6jTEMSwD
306,0.583,0.499,10,-10.086,1,0.0261,0.591,0.0104,0.33,0.342,155.199,217868,3,0udOCZp7yk0Ml92C0k8H8D
307,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,186587,4,4CMrdHWqic0usIZfTrKoI3
308,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,4,7CZyCXKG6d5ALeq41sLzbw
309,0.779,0.805,1,-3.121,1,0.178,0.018,0.0,0.321,0.557,145.68,213413,4,3QVHSV8YKYq4L8tI5rnFgj
310,0.828,0.182,1,-13.066,0,0.166,0.754,0.0706,0.15,0.231,147.279,330507,4,1kwnxJNVl7cwcU98RvMBaR
311,0.848,0.745,6,-3.052,0,0.221,0.0949,0.0,0.0796,0.516,137.024,170227,4,1qwMkkRiD5jqLeUUjfgblh
312,0.756,0.747,9,-5.407,1,0.046,0.0048,0.00536,0.588,0.0687,134.935,200947,4,1lO9CZo6eDrOy0S7khgryG
313,0.871,0.493,1,-6.356,1,0.205,0.0134,0.000241,0.385,0.0495,144.989,200573,4,34d7sGX6WUqq8f04e7CSNF
314,0.874,0.847,2,-3.574,1,0.233,0.00341,0.0,0.29,0.881,134.965,164754,4,7qeWNGBqqagdwf4KnjRzGZ
315,0.875,0.599,9,-9.077,0,0.138,0.0333,0.0143,0.113,0.112,152.061,256507,4,1OuN92HcVG6NVpWbeESNB3
316,0.652,0.631,6,-5.718,0,0.0893,0.524,0.000579,0.165,0.35,127.998,154424,4,7AzlLxHn24DxjgQX73F9fU
317,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,286387,4,3Qa944OTMZkg8DHjET8JQv
318,0.72,0.767,10,-5.839,0,0.214,0.0387,0.0,0.202,0.595,88.966,194707,4,7Dj2wqPYXfSRFwa6qyOztr
319,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,144935,4,0fySG6A6qLE8IvDpayb5bM
320,0.699,0.503,5,-9.922,0,0.0882,0.391,0.0126,0.0996,0.0546,114.86,220853,4,3R8CyhJfVjvgIROd5RSGhQ
321,0.677,0.33,2,-11.198,1,0.149,0.474,0.000871,0.064,0.336,68.985,298440,4,2Yv2mHzr5AQavVdwQjEokV
322,0.831,0.36,0,-8.073,1,0.052,0.136,0.00217,0.0703,0.601,75.014,232212,4,3WfSNAoj2D8C9noPSGZZFM
323,0.661,0.748,2,-4.809,0,0.206,0.175,0.0,0.254,0.509,171.983,265947,3,5CpsIb7SMFHjmAG8RvIWfq
324,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,198913,4,2Ec33AVlkTTq8BHFgBTdQs
325,0.719,0.758,2,-5.167,0,0.0851,0.137,0.0,0.129,0.49,147.023,198261,4,3bkkMZEAhx7rTVz1C0itRQ
326,0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,2ufmtcIFdFpuUYBPXK5f67
327,0.621,0.791,9,-3.343,1,0.0265,0.0361,0.0,0.143,0.734,95.075,209110,4,5qdQPrWmZv8xYhMJCDrdHF
328,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4,3HWzoMvoF3TQfYg4UPszDq
329,0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027,4,5Z8HZM6iQMhhqyPcCGY5g9
330,0.717,0.598,5,-5.613,0,0.0809,0.22,0.0,0.122,0.496,153.905,151040,4,4SDgTLDYrJ2UrHbkRkg7MD
331,0.742,0.553,8,-8.98,1,0.419,0.389,0.0,0.0694,0.508,84.931,209440,4,2hwOoMtWPtTSSn6WHV7Vp5
332,0.852,0.752,1,-5.793,1,0.0597,0.0169,0.0,0.394,0.389,89.95,216600,4,0q2vG0UVuy6ajjcpkQHdZM
333,0.794,0.637,4,-6.29,0,0.339,0.028,0.0,0.0919,0.393,103.868,177693,4,0VSzREd1OjEWJ9tXoFHRQH
334,0.671,0.623,2,-7.161,1,0.308,0.00998,7.55e-06,0.643,0.195,75.055,337147,4,5SiZJoLXp3WOl3J4C8IK0d
335,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4,1DWZUa5Mzf2BwzpHtgbHPY
336,0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,196760,4,0Xek5rqai2jcOWCYWJfVCF
337,0.689,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,190920,4,1VJwtWR6z7SpZRwipI12be
338,0.757,0.673,1,-8.513,1,0.141,0.095,0.0,0.338,0.574,92.958,185806,3,6ztvsy3C6hPjVg9j4x1XKJ
339,0.866,0.438,7,-8.943,1,0.0719,0.177,0.0,0.0743,0.695,129.039,223258,4,2W4yABdLc4Jnds67Poi5Nl
340,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,4,3cphb8kdsjElYR7r5icK3H
341,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,4,7f1zjZG77S891Uv4O68yfk
342,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4,0rKtyWc8bvkriBthvHKY8d
343,0.802,0.82,10,-5.969,0,0.146,0.0579,0.0,0.149,0.613,164.005,172196,4,3Kd6Wp3lG5HXMB2dlvuy7y
344,0.396,0.51,6,-6.274,1,0.0327,0.355,0.0,0.113,0.299,113.994,180467,4,3LK6wDkhbTyg8GhJidU9oC
345,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,215381,4,3wwo0bJvDSorOpNfzEkfXx
346,0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4,4sWuPniHClkInYAnzXAYUF
347,0.183,0.664,2,-4.383,1,0.042,0.148,2.12e-06,0.919,0.4,179.825,210787,3,1x0NszvaftnHtijIId3ivk
348,0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.117,0.483,82.43,232733,4,1GIYmwtBbPSHrqcSaukZck
349,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,143227,4,2xyx0o4xNOLLjBSbOOdcbA
350,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4,5z51HY4ei5QhTjcvwq5Msw
351,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307,4,1dGr1c8CrMLDpV6mPbImSI
352,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,200880,4,1OjmlSFuzYflWjSMTCyTJv
353,0.706,0.383,8,-11.44,1,0.0342,0.758,0.0,0.0608,0.87,86.997,122160,4,4KV9bM7a1KDc7b7OakFZic
354,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,177480,3,4so0Wek9Ig1p6CRCHuINwW
355,0.465,0.27,4,-16.661,1,0.0425,0.9,0.00104,0.145,0.58,94.518,129173,4,3QiAAp20rPC3dcAtKtMaqQ
356,0.69,0.188,0,-12.797,1,0.0316,0.897,0.0,0.133,0.736,78.043,171333,4,5mKxNjNnRFpO9Muzw3Ug0u
357,0.681,0.715,7,-10.609,0,0.0912,0.812,9.43e-06,0.0777,0.957,152.132,165733,4,2pnPe4pJtq7689i5ydzvJJ
358,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4,2YpeDb67231RjR0MgVLzsG
359,0.834,0.371,1,-11.99,1,0.0358,0.799,0.0,0.275,0.976,96.628,150267,4,25leEEaz1gIpp7o21Fqyjo
360,0.509,0.812,8,-5.439,1,0.0537,0.00128,1.99e-05,0.214,0.689,159.878,229640,4,3YZE5qDV7u1ZD1gZc47ZeR
361,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,166453,4,46pF1zFimM582ss1PrMy68
362,0.505,0.451,9,-10.193,0,0.0329,0.727,0.0,0.233,0.744,74.347,156867,4,3sDdyBHQ60Cs1opmIyRvhp
363,0.629,0.159,8,-14.056,1,0.0495,0.883,0.0,0.222,0.642,142.157,186733,4,1dtIaSlyrLI04sqYa8nLyN
364,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,181267,4,5ASM6Qjiav2xPe7gRkQMsQ
365,0.683,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,135533,4,77khP2fIVhSW23NwxrRluh
366,0.584,0.688,6,-4.427,0,0.431,0.294,0.0,0.097,0.628,94.971,217659,5,6xqZi5JTTk6XIMLvy7w5JJ
367,0.582,0.846,0,-2.771,1,0.0451,0.022,0.0,0.133,0.736,92.004,165587,4,1XVqh0dC0PIl72f2mQhsVt
368,0.669,0.559,5,-5.003,1,0.0251,0.0805,0.0,0.0703,0.491,95.001,199413,4,40ufL61vEaDaaOitYhnlQ7
369,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,183589,5,1njRzdfGNUY2RZU0lVO787
370,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.241,0.247,83.381,143713,4,6uYgCE2OEulOw5zhHvZsHf
371,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,104591,4,2QpGZOhTCHHiKmpSO9FW4h
372,0.726,0.444,8,-8.922,0,0.372,0.283,0.143,0.177,0.569,185.044,168840,4,6IRdLKIyS4p7XNiP8r6rsx
373,0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,210373,4,4j6GMcVcqZf1r0GDqMtYp6
374,0.44,0.803,5,-6.162,1,0.0512,0.127,0.0,0.128,0.633,79.312,189104,4,6JOeNbZ3X6dtXusG3hkHn8
375,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4,3LnJM1B5Mjgx5LfT9plXUU
376,0.687,0.449,2,-10.061,1,0.154,0.109,0.0,0.282,0.229,142.048,199437,4,7tgjDlQsMR8RvkdlNCJA58
377,0.85,0.516,0,-7.664,0,0.0714,0.763,0.0,0.0896,0.874,108.963,158532,4,2ktxr00GpTtbMNeBjNeY8D
378,0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,240429,4,6MxMqCgqmekcr0VwSU7AVH
379,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445,163320,4,2gwkD6igEhQbDQegRCcdoB
380,0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,174853,4,0t3ZvGKlmYmVsDzBJAXK8C
381,0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,5,6b2RcmUt1g9N9mQ3CbjX2Y
382,0.901,0.4,0,-8.575,1,0.126,0.051,0.0,0.0599,0.346,135.984,197573,4,6TqXcAFInzjp0bODyvrWEq
383,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,4,4evmHXcjt3bTUHD1cvny97
384,0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,202625,4,1Hd2XLitkt1PYCWSbfF5qV
