,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,id
385,0.819,0.458,4,-10.223,0,0.167,0.582,0.173,0.128,0.232,122.981,268893,4,2INhKpUdzh7v0j041gZNsz
386,0.619,0.695,10,-4.005,0,0.206,0.336,0.0,0.0859,0.361,82.155,163931,4,0QVvkAOstRG26pVYN95CeL
387,0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,225924,4,00ko9WaS4jOX1kEk3gvHjf
388,0.643,0.77,5,-4.524,0,0.228,0.13,0.0,0.247,0.863,170.006,181437,4,5IdAcHb4cwtexqMlOojWhR
389,0.874,0.647,1,-5.256,1,0.441,0.0382,0.0,0.215,0.228,154.04,215327,4,5A6tFAdihqILHJrWuR6wD4
390,0.739,0.637,4,-5.79,0,0.44,0.232,0.0,0.634,0.513,164.91,128414,4,3eeyKNIBrt5TH4y0y3QkOu
391,0.584,0.685,7,-7.811,1,0.425,0.0304,0.0,0.189,0.345,97.551,226321,4,314ZkcV7oLWG8yWE7LABvH
392,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,4,0rIAC4PXANcKmitJfoqmVm
393,0.517,0.813,1,-6.325,1,0.0558,0.0153,0.0,0.106,0.444,83.005,222147,4,54K7AZoGpQklpygKrxZlKN
394,0.862,0.685,0,-7.699,0,0.242,0.0342,0.0,0.204,0.672,100.024,172800,4,77KMttn3Lic7ZQKDlPqp8v
395,0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,4,4jAIqgrPjKLTY9Gbez25Qb
396,0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1,0RLLvYBopDwooCyvnTwgYu
397,0.82,0.697,6,-7.296,0,0.378,0.0349,0.0,0.197,0.629,154.992,185866,4,4vSoyDfL0uZyUoWu5NNNsQ
398,0.637,0.853,1,-4.664,1,0.109,0.216,0.0,0.0357,0.861,93.87,190640,4,3kgCJPXDlnL5bl1HFesHUi
399,0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,192540,4,2rMAtCaTj16NptyVfEIeAC
400,0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4,2KKijf6Ett4kmVNJze2roh
401,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4,7LzouaWGFCy4tkXDOOnEyM
402,0.542,0.797,9,-4.45,0,0.0379,0.00111,0.0,0.0906,0.593,113.95,204720,4,52MNypbTWiwybwzhXvsPk5
403,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,4,7xQAfvXzm3AkraOtGPWIZg
404,0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,126446,4,5KBARWIxeMGkvUax9VtVC9
405,0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4,6RRNNciQGZEXnqk8SQ9yv5
406,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4,5ry2OE6R2zPQFDO85XkgRb
407,0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,184173,4,5WA2SHuL5eesmPnYflNzlT
408,0.543,0.787,8,-6.52,1,0.241,0.248,0.0,0.0778,0.343,173.702,189397,4,4o05DiC0RQ9DNtGJGauwna
409,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,219742,4,2ogKhhoMClkFXek7ZgxAhN
410,0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4,44ADyYoY5liaRa3EOAl4uf
411,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,5DqdesEfbRyOlSS3Tf6c29
412,0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0,221173,4,2J0NXdHr6MYvKDSxB7k3V2
413,0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,116240,4,4guBZjUyrGoHsTahO3IHdj
414,0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4,5r7WvQtyPfy1xch5zMgGRp
415,0.786,0.428,5,-10.011,0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,255000,4,6PYnUsNEpYC7A4BS2sjw3L
416,0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040,4,1GeNui6m825V8jP4uKiIaH
417,0.614,0.884,0,-4.019,1,0.0402,0.00122,0.0,0.077,0.721,100.531,202853,4,7qXPZxXn6Xmv1sjh03skiW
418,0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,218320,5,12Fkyg9lpmaz2zmKOfw2Y2
419,0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,245267,4,2C6WXnmZ66tHhHlnvwePiK
420,0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4,7sWRlDoTDX8geTR8zzr2vt
421,0.739,0.682,2,-3.728,1,0.205,0.129,0.0,0.328,0.634,131.983,199382,4,6ERR6e7h6wCqGoz1TjiUJb
422,0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,150867,4,05mDaV9Vb3wrzjF6OPZnhq
423,0.616,0.438,1,-5.968,1,0.0298,0.356,0.0,0.24,0.386,135.929,213387,4,3GJ4hzg4lrGwU51Y3VARbF
424,0.538,0.863,1,-4.483,1,0.0481,0.0139,0.0,0.0874,0.637,77.001,186733,4,7aEtlGHoiPAfRB084NiDmx
425,0.772,0.639,1,-7.119,1,0.467,0.15,0.0,0.0698,0.261,168.112,166560,4,6uFn47ACjqYkc0jADwEdj1
426,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,4,5p7ujcrUXASCNwRaWNHR1C
427,0.686,0.9,5,-4.406,1,0.0614,0.068,0.0,0.0985,0.962,155.963,206293,4,3WBY2lhKzkxaG5bNscQrOG
428,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4,5hVghJ4KaYES3BFUATCYn0
429,0.883,0.525,2,-8.054,0,0.0633,0.189,0.0,0.0971,0.312,99.978,174100,4,2zjGJ0dChMR0KxBZS15aqo
430,0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4,5PYQUBXc7NYeI1obMKSJK0
431,0.572,0.794,2,-3.224,1,0.0455,0.395,0.0,0.23,0.79,148.095,175595,4,6voi5xnLs9JKmWG2oLmgDU
432,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,293453,4,1fzAuUVbzlhZ1lJAx9PtY6
433,0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,143792,4,6dPyzkyZwoj9LqjQXOFdVv
434,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195145,4,0k664IuFwVP557Gnx7RhIl
435,0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,200307,4,5hQSXkFgbxjZo9uCwd11so
436,0.756,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,223293,4,1SymEzIT3H8UZfibCs3TYi
437,0.712,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,198533,4,2dgFqt3w9xIQRjhPtwNk3D
438,0.562,0.46,5,-4.173,1,0.259,0.476,0.0,0.107,0.623,176.055,158099,4,2bjUEg4jBtKBlPdNrTAppI
439,0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,190240,4,1LLXZFeAHK9R4xUramtUKw
440,0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,287267,4,12M5uqx0ZuwkpLp5rJim1a
441,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387,4,2YWtcWi3a83pdEg3Gif4Pd
442,0.806,0.749,1,-5.268,1,0.328,0.0838,0.0,0.0621,0.77,140.032,145167,4,1orjH4IkSH9VrWmRCToKV8
443,0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,234147,4,214nt20w5wOxJnY462klLw
444,0.646,0.781,1,-4.616,1,0.0313,0.208,0.0,0.125,0.565,94.975,169920,4,08tq1XcHwVt5PHXUo87i0D
445,0.614,0.68,6,-4.58,1,0.0289,0.369,1.84e-06,0.115,0.707,149.959,234347,4,6foY66mWZN0pSRjZ408c00
446,0.538,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,205107,4,1dyxS3YzBbL0t8rEVwVQ1K
447,0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4,4y5bvROuBDPr5fuwXbIBZR
448,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627,4,6ocbgoVGwYJhOv1GgI9NsF
449,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4,3pHkh7d0lzM2AldUtz2x37
450,0.577,0.833,5,-3.337,1,0.0695,0.0137,0.0,0.121,0.58,107.936,169667,4,22oEJW6r2rMb9z4IntfyEa
451,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,1BxfuPKGuaTgP7aM0Bbdwr
452,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4,43rA71bccXFGD4C8GOpIlN
453,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.118,0.728,182.162,193000,4,2Rk4JlNc2TPmZe2af99d45
454,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,190747,4,1ZDmxwg7Lywlx68b7SsJjj
455,0.729,0.603,6,-6.736,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,3XiNC94b4Tq1xwv70sQJGN
456,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,6MF4tRr5lU8qok8IKaFOBE
457,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4,5rU6kDNXZLXIinFezpbWbO
458,0.683,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,167107,4,7yfi8B8opXjnRh4VZnOkz9
459,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,231999,4,340UVheS8z3ncW9TTUhAbc
460,0.657,0.711,0,-5.355,1,0.374,0.0135,0.0,0.221,0.368,86.957,221522,4,6irE4Fbjbry3czv7mTxVSB
461,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4,4oM9DGUTrRaXJDypxxHztZ
462,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4,4qQwGRtGT7l6ckQtdPEFd4
463,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4,543bCW2ruMPmxUBWirQ3MR
464,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,195147,4,3d1qN7AHge6BXuVPutcpI5
465,0.639,0.859,9,-2.758,0,0.147,0.135,0.0,0.129,0.566,93.132,221379,4,0BnTBAGmr9FtYwkZrwKhwS
466,0.749,0.535,5,-4.054,0,0.0638,0.517,0.0,0.0942,0.459,124.008,189253,5,0PQoUlzP7ILdcrzpajHXc0
467,0.919,0.622,1,-7.384,1,0.0997,0.228,4.24e-06,0.122,0.424,140.022,205803,4,59ywHNwwchG4nZJMLyxSzd
468,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984,213594,4,2JvzF1RMd7lE3KmFlsyZD8
469,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,312820,4,2xLMifQCjDGFmkHkpNLD9h
470,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,180522,4,2IRZnDFmlqMuOrYOLnZZyc
471,0.44,0.793,6,-3.95,1,0.0501,0.0677,0.0,0.0788,0.447,143.603,250653,4,0pGXe7umwkcCm01Ipoxp0U
472,0.596,0.552,0,-10.278,0,0.097,0.0765,0.334,0.104,0.112,97.949,229320,4,6zeeWid2sgw4lap2jV61PZ
473,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,158332,4,3A2yGHWIzmGEIolwonU69h
474,0.655,0.56,9,-6.857,1,0.0486,0.749,0.0,0.115,0.599,140.975,198440,4,56eGOeSsqdg3FLxdo83TwV
475,0.579,0.904,5,-2.729,1,0.0618,0.193,0.0,0.064,0.681,82.014,190947,4,1rqqCSm0Qe4I9rUvWncaom
476,0.72,0.706,1,-4.719,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4,7DnAm9FOTWE3cUvso43HhI
477,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,4,7Feaw9WAEREY0DUOSXJLOM
478,0.479,0.63,7,-5.628,0,0.133,0.0314,0.0,0.073,0.227,117.988,275276,5,4U6ubKsTd8RBDP5tPPhh7I
479,0.799,0.699,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.979,214851,4,3YEbLhXRDPTtctnb3ddg8g
480,0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,211720,4,43CFDpciGFDm226POTLEXU
481,0.791,0.565,5,-3.933,0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347,4,5icOoE6VgqFKohjWWNp0Ac
482,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,200379,4,7hDVYcQq6MxkdJGweuCtl9
483,0.606,0.652,9,-6.982,1,0.0281,0.323,0.0,0.201,0.476,97.155,182493,4,5AnSllIrgGsCZzZJkVnApx
484,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,231964,4,20MuVazoNMv6xjKPnRFOxG
485,0.746,0.497,1,-5.785,1,0.149,0.00944,8.6e-05,0.101,0.25,160.051,157816,4,2wZjsbwmWfNVslgV5afl1L
486,0.652,0.453,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.432,88.038,177391,3,7DHApOHsIFo7EyfieArYGE
487,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,192053,4,19kUPdKTp85q9RZNwaXM15
488,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4,2KqJC0koTBUyDlsMt5ok1V
489,0.791,0.587,3,-5.075,0,0.0413,0.407,0.0,0.148,0.536,96.057,179449,4,3Ol2xnObFdKV9pmRD2t9x8
490,0.517,0.776,11,-5.271,1,0.0362,0.0144,0.0,0.113,0.448,96.002,216533,4,38nVuIj9mi5a8oopOJhSJk
491,0.443,0.538,1,-5.477,1,0.0309,0.327,4.61e-05,0.0866,0.245,157.97,213307,4,3OjNkFFZavF89xvRqWCXmU
492,0.515,0.802,2,-2.655,0,0.283,0.18,0.0,0.241,0.279,76.069,153337,4,6xVhqLT40s5sVhepe9Mckc
493,0.63,0.754,2,-3.564,1,0.0284,0.0963,0.0,0.268,0.73,95.999,172253,4,0bPnT6i9H1p8Vd85GS6Z7I
494,0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4,0wEC0GNF74lAqrEFZJMl1m
495,0.458,0.909,1,-6.553,1,0.487,0.0567,4.26e-06,0.11,0.449,118.227,205627,4,6bOkaEXc5CopinGazSLokx
496,0.685,0.692,2,-5.122,1,0.0457,0.328,0.0,0.153,0.578,159.966,240051,5,6Hj9jySrnFppAI0sEMCZpJ
497,0.694,0.664,2,-4.649,1,0.05,0.639,0.0,0.0929,0.676,95.941,281500,4,2S1LebN6AXXQqJolBxlWgO
498,0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278,4,6ya8ejoKgw906Y8LWclqrp
499,0.417,0.689,2,-8.302,0,0.178,0.575,0.0,0.496,0.505,79.568,210253,4,1nXZnTALNXiPlvXotqHm66
500,0.51,0.846,3,-4.595,1,0.0461,0.0101,0.0,0.208,0.475,139.927,226733,4,2fVHrSxsQbJUuj9MW9zG1e
501,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4,5KawlOMHjWeUjQtnuRs22c
502,0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,195320,4,0fv2KH6hac06J86hBUTcSf
503,0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,200693,4,51RN0kzWd7xeR4th5HsEtW
504,0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,177227,4,5QvBXUm5MglLJ3iBfTX2Wo
505,0.835,0.659,4,-5.696,1,0.31,0.0123,0.0,0.372,0.579,129.93,195257,4,6PRh0ilIMEP1xlUHqalnkD
506,0.759,0.73,0,-7.985,0,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4,7eBqSVxrzQZtK2mmgRG6lC
507,0.643,0.72,2,-7.146,1,0.0527,0.014,0.0,0.0834,0.491,96.028,192840,4,5NfJGBAL9mgFPRQxKJmiX2
508,0.676,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.896,203881,4,5nzhL67GpF9szXWg5y509A
509,0.614,0.685,10,-3.684,1,0.147,0.0133,0.0,0.313,0.61,94.9,255102,4,6Dq8FZrvx9S28iyaKSwn9x
510,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,4SSnFejRGlZikf02HLewEF
511,0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,245387,4,7M2tXmeS15NAzEn7ABFeBg
512,0.362,0.714,9,-3.07,0,0.0835,0.269,0.0,0.21,0.309,67.4,206499,4,0b6UoVjUzFyZNpHI0aAhKt
513,0.826,0.579,8,-8.241,0,0.0801,0.00881,0.0,0.129,0.431,121.075,212013,4,4f8Mh5wuWHOsfXtzjrJB3t
514,0.906,0.382,10,-12.89,0,0.269,0.18,0.0,0.113,0.391,104.025,129264,4,5GBuCHuPKx6UC7VsSPK0t3
515,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,2t8yVaLvJ0RenpXUIAC52d
516,0.551,0.402,11,-7.431,1,0.0262,0.676,0.0,0.0928,0.382,103.313,193200,4,2rxQMGVafnNaRaXlRMWPde
517,0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4,43zdsphuZLzwA9k4DJhU0I
518,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4,7rvyVWja33WG9R97oeJAjx
519,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,235545,4,6V1bu6o1Yo5ZXnsCJU8Ovk
520,0.351,0.956,7,-1.996,1,0.245,0.0949,0.0,0.226,0.446,83.655,176875,4,6O10oTtZIZ4DkkUqyfCbrR
521,0.565,0.825,10,-4.245,1,0.0417,0.00303,0.0,0.0779,0.609,160.003,218733,4,2TLDilmv1UmRTfyb7f2Hrx
522,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4,4QIo4oxwzzafcBWkKjDpXY
523,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4,3Tc57t9l2O8FwQZtQOvPXK
524,0.579,0.511,8,-6.788,1,0.0293,0.254,0.0,0.099,0.594,78.003,230973,4,74CEfiZthUGX5yUNNUM4bj
525,0.964,0.487,10,-6.071,0,0.421,0.00127,6.57e-06,0.115,0.107,127.05,154024,4,577YBGuskWkVDCxZrLRB4v
526,0.935,0.552,10,-9.373,0,0.335,0.111,0.0,0.0952,0.615,99.993,145627,4,1ThmUihH9dF8EV08ku5AXN
527,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4,2x0RZdkZcD8QRI53XT4GI5
528,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4,18PergoIrGmRyeYxnaXJN2
529,0.383,0.637,3,-6.993,1,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773,4,2RSHsoi04658QL5xgQVov3
530,0.852,0.432,1,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4,4pCEIQ6wBVuaJdER5bALtO
531,0.512,0.512,4,-6.008,0,0.285,0.654,0.0,0.148,0.434,95.11,201609,1,2GlATHCDbLW7xq5BE0Bz5g
532,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4,3Fj47GNK2kUF0uaEDgXLaD
533,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4,3XF5xLJHOQQRbWya6hBp7d
534,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,230400,4,6vWEAOUSxohKxhp0K1BsxL
535,0.424,0.837,7,-4.453,1,0.0472,0.0373,0.0,0.0665,0.554,180.175,187000,4,3Mnr3yyQk1aUPYgbpOQE31
536,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,189487,4,1wJRveJZLSb1rjhnUHQiv6
537,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,203418,4,2iUXsYOEPhVqEBwsqP70rE
538,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,80927,4,5ygDXis42ncn6kYG14lEVG
539,0.494,0.632,5,-6.89,1,0.0342,0.682,0.0,0.0869,0.0797,147.873,274693,4,6Up545NUflOiXo8cEraH49
540,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038,231267,4,7dt6x5M1jzdTEt8oCbisTK
541,0.717,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,207320,4,3e9HZxeyfWwjeyPAMmWSSQ
542,0.553,0.586,11,-6.319,1,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,4,3EPXxR3ImUwfayaurPi3cm
543,0.523,0.865,7,-4.697,1,0.0989,0.0112,0.0,0.153,0.325,135.115,228640,4,4XWnHzCRfRjaHRsTNeh3WR
544,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4,41MCdlvXOl62B7Kv86Bb1v
545,0.514,0.618,11,-4.585,0,0.0317,0.175,0.0,0.117,0.401,84.259,150333,4,0i0wnv9UoFdZ5MfuFGQzMy
546,0.91,0.366,1,-9.954,1,0.0941,0.0996,0.0,0.261,0.74,119.985,152000,4,2MShy1GSSgbmGUxADNIao5
547,0.407,0.612,5,-4.387,0,0.129,0.292,0.0,0.198,0.488,96.943,185000,4,58oryymPZNdtS2z8Une6NJ
548,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,4,13ZyrkCDmRz5xY3seuAWYk
549,0.649,0.453,6,-7.28,1,0.085,0.627,0.0,0.116,0.431,99.183,181891,4,4ZT9FnbFu1PaBfV3itxiqT
550,0.942,0.382,10,-8.099,1,0.564,0.00192,0.0,0.092,0.379,100.017,177864,4,3KLo7ByvjCNyBrfz5DZ2mO
551,0.592,0.891,10,-3.144,1,0.0512,0.0267,0.0,0.352,0.674,99.983,174255,4,3dCZm5HrG0jIXAHfNkg2H0
552,0.806,0.756,7,-4.093,0,0.208,0.385,0.0,0.11,0.637,141.97,283867,4,6yIGZp1AaFBoDczu3b4hVU
553,0.543,0.88,3,-4.204,0,0.0365,0.035,0.000227,0.304,0.483,144.057,193067,4,7K0lR5Ngf5jkOWt1g6ut6l
554,0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,217776,4,4hqOmrCCJKyiuwDexd8c2t
555,0.616,0.877,1,-4.223,1,0.0347,0.00258,2.56e-06,0.114,0.94,127.981,194427,4,7grWGhX8SHNmyGOkMNVMCt
556,0.634,0.808,3,-4.12,1,0.0517,0.192,0.0,0.0898,0.937,82.016,186867,4,5g0XcG0apQTlO3X8r38vGf
557,0.616,0.474,10,-9.608,1,0.0266,0.192,0.00762,0.0989,0.493,142.689,210133,4,68JS5SFTnW5Yv9Vzw81Jf0
558,0.442,0.579,5,-6.484,1,0.145,0.489,1.04e-06,0.126,0.546,83.336,183428,4,1Pj5oOFzLYELyyeh1IYRK0
559,0.788,0.842,4,-4.006,0,0.142,0.121,0.00112,0.166,0.481,190.077,166476,4,0RRm4OS5ymfZryXBuj0G2m
560,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4,4w8niZpiMy6qz1mntFA5uM
561,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903,239836,4,285pBltuF7vW8TeWk8hdRR
562,0.489,0.581,11,-5.731,1,0.0281,0.0312,0.0,0.132,0.494,86.016,196747,4,42fw0rxRO2xbesF6mJfd4Y
563,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,4,0FZ4Dmg8jJJAPJnvBIzD9z
564,0.817,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,116H0KvKr2Zl4RPuVBruDO
565,0.95,0.59,8,-6.508,0,0.29,0.00534,0.0,0.11,0.219,130.003,183527,4,2GGMabyHXnJmjY6CXhhB2e
566,0.736,0.622,6,-4.653,0,0.133,0.0235,0.0,0.151,0.506,191.971,192779,4,0jAfdqv18goRTUxm3ilRjb
567,0.711,0.696,7,-5.05,1,0.0869,0.16,0.0,0.17,0.694,80.512,189533,4,3NgcaTIgVh77DdwAInp996
568,0.671,0.714,7,-5.373,1,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,140693,3,27356GVuMPFWiJSZCragoM
569,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,7lAK3oHbfEnvUQWosrMMpR
570,0.671,0.724,7,-5.61,1,0.0244,0.292,0.0,0.231,0.801,99.976,188613,4,7yrJnekdlwWARt5lmVqJ6L
571,0.662,0.6,0,-6.402,1,0.0703,0.173,0.000137,0.109,0.331,134.979,222947,4,4T652DlATVHe0jdLKaN3Bw
572,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788,4,6ZRuF2n1CQxyxxAAWsKJOy
573,0.736,0.67,10,-6.702,1,0.311,0.186,0.0,0.114,0.845,130.032,169999,4,5wujBwqG7INdStqGd4tRMX
574,0.705,0.531,1,-7.031,1,0.0281,0.0135,2.11e-06,0.165,0.425,107.013,178333,4,3pJkBPHadRAxBBo484RipI
575,0.575,0.571,1,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,105.049,197947,4,4NBTZtAt1F13VvlSKe6KTl
576,0.601,0.794,7,-5.844,0,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,4,27rdGxbavYJeBphck5MZAF
577,0.287,0.364,9,-8.295,1,0.0306,0.418,1.8e-05,0.185,0.11,103.777,271467,4,2vdBo4ALPYbHRUPKgtE5iC
578,0.729,0.475,8,-4.985,1,0.0364,0.378,0.0,0.12,0.371,62.52,212267,3,39LmTF9RgyakzSYX8txrow
